Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,CustomerID,Age,Age Group,Gender
5358-1,13-12-2014,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Regular Air,15-12-2014,1.82,2.84,1.02,1.0,41.9,3.0,0.65,49.07,5.44,49.09,668429,68,65+,Female
5358-1,11-08-2013,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Furniture,Large Box,Regular Air,13-08-2013,4.48,8.14,3.66,17.0,78.04,0.0,2.33,78.59,3.12,79.33,605984,67,65+,Male
5358-2,04-01-2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Regular Air,05-01-2014,22.18,54.1,31.92,18.0,2272.2,5.0,45.44,2226.76,19.99,2246.75,765902,36,35-44,Male
5358-2,04-01-2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Desktop 3-Rocket Hot File,Office Supplies,Wrap Bag,Regular Air,05-01-2014,22.18,54.1,31.92,29.0,2272.2,3.0,45.44,2226.76,19.99,2246.75,710411,22,18-24,Male
5358-2,04-01-2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Desktop 3-Pocket Hot File,Technology,Small Box,Regular Air,05-01-2014,22.18,54.1,31.92,34.0,2252.2,6.0,45.44,2226.76,19.99,2246.75,539168,78,65+,Female
5359-1,02-11-2013,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Yvette Biti,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,03-11-2013,4.59,7.28,2.69,34.0,260.02,3.0,14.1,246.18,11.15,251.85,712235,33,25-34,Male
5359-1,04-01-2014,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,Tina Carlton,Critical,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,06-01-2014,56.16,136.98,80.82,50.0,2465.64,9.0,49.31,2416.33,24.49,2440.82,782990,59,55-64,Female
5359-1,11-09-2014,Philip Brown,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,13-09-2014,1.84,2.88,1.04,1.0,96.06,6.0,8.3,90.22,0.99,90.01,673956,48,45-54,Male
5359-1,14-01-2014,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Alto Perma 3000 Stacking Storage Drawers,Technology,Small Pack,Regular Air,17-01-2014,8.92,29.74,20.82,21.0,522.84,9.0,10.19,402.85,6.64,428.85,495028,29,25-34,Female
5359-1,27-12-2013,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Binding Machine Supplies,Office Supplies,Wrap Bag,Regular Air,29-12-2013,18.38,29.17,10.79,40.0,1079.29,3.0,97.14,982.15,6.27,988.42,405740,69,65+,Female
5359-1,01-12-2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Small Business,Natasha Song,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,05-12-2014,5.19,12.98,7.79,31.0,371.68,6.0,10.03,363.03,3.14,367.95,100925,70,65+,Male
5359-1,29-08-2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,30-08-2013,2.26,3.58,1.32,22.0,164.12,2.0,1.64,152.77,5.47,153.27,746266,24,18-24,Male
5359-1,03-05-2014,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Alto Memo Cubes,Technology,Small Pack,Express Air,07-05-2014,3.32,5.18,1.86,3.0,151.34,3.0,2.59,152.07,2.04,153.28,360370,34,25-34,Female
5359-1,19-11-2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Low,PastelOcean Color Pencil Set,Furniture,Small Pack,Regular Air,21-11-2014,11.11,19.84,8.73,17.0,165.92,1.0,15.51,152.97,4.1,157.75,421182,36,35-44,Male
5360-1,05-05-2013,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,10-05-2013,315.61,500.97,185.36,20.0,541.26,10.0,54.92,528.36,69.3,523.36,836902,75,65+,Female
5360-1,04-10-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,07-10-2013,1.6,2.62,1.02,32.0,84.2,9.0,6.52,84.97,0.8,86.73,276417,58,55-64,Male
5360-1,04-01-2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,05-01-2014,67.73,165.2,97.47,14.0,8094.8,10.0,404.74,7690.06,19.99,7710.05,376449,50,45-54,Female
5360-1,18-11-2013,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Emerson LQ-870 Dot Matrix Printer,Technology,Small Box,Regular Air,20-11-2013,219.61,535.64,316.03,40.0,689.0,4.0,67.82,694.56,14.7,608.97,637975,50,45-54,Female
5360-1,10-08-2013,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,12-08-2013,3.4,5.4,2.0,50.0,78.0,8.0,2.9,75.1,7.78,79.71,230702,79,65+,Male
5361-1,25-10-2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,27-10-2013,8.31,15.98,7.67,6.0,448.5,2.0,43.56,433.59,6.5,439.39,420775,32,25-34,Female
5362-1,05-06-2015,Tra Armssront,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,06-06-2015,1.17,2.78,1.61,34.0,65.1,2.0,5.21,59.69,1.2,60.39,663523,50,45-54,Male
5362-1,18-02-2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,19-02-2015,0.93,1.48,0.55,7.0,46.34,9.0,4.92,43.44,0.7,44.92,131709,21,18-24,Female
5362-1,10-12-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,11-12-2014,54.52,100.97,46.45,32.0,4568.6,7.0,49.71,4454.85,7.18,4570.55,839445,62,55-64,Female
5363-1,19-07-2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,20-07-2015,18.38,29.17,10.79,10.0,105.8,6.0,10.39,98.09,6.27,98.39,407735,63,55-64,Male
5363-1,04-01-2014,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Critical,Office Shears by Apex,Office Supplies,Small Box,Regular Air,06-01-2014,0.94,2.08,1.14,23.0,89.44,2.0,4.47,84.97,2.56,87.53,543880,73,65+,Female
5363-1,30-04-2013,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,Smiths Gold Paper Clips,Office Supplies,Small Box,Regular Air,02-05-2013,1.82,2.98,1.16,38.0,99.92,1.0,9.99,90.91,1.58,94.99,463871,76,65+,Male
5364-1,16-12-2014,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,High,12 Colored Short Pencils,Office Supplies,Small Pack,Regular Air,18-12-2014,1.09,2.6,1.51,10.0,80.96,1.0,5.67,75.29,2.4,92.19,900989,37,35-44,Male
5364-1,08-01-2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,15-01-2014,13.64,20.98,7.34,16.0,469.98,4.0,18.8,451.18,1.49,466.28,184651,70,65+,Male
5364-1,23-11-2013,Samah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,23-11-2013,8.82,20.99,12.17,34.0,469.96,3.0,26.8,451.16,4.81,465.26,186115,73,65+,Female
5364-1,02-09-2014,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,04-09-2014,13.88,22.38,8.5,20.0,469.98,6.0,18.82,453.18,15.1,466.38,553181,59,55-64,Male
5365-1,29-05-2013,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,29-05-2013,4.79,11.97,7.18,31.0,94.01,4.0,3.75,95.17,5.81,98.5,689516,23,18-24,Male
5365-1,05-11-2013,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Cando PC940 Copier,Technology,Small Box,Regular Air,07-11-2013,278.99,449.99,171.0,16.0,2505.56,0.0,121.32,2219.65,49.0,2307.94,804396,55,55-64,Male
5365-1,08-01-2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,"Steady Colorific Colored Pencils, 12/Box",Technology,Large Box,Regular Air,10-01-2014,1.3,2.88,1.58,16.0,132.48,0.0,5.3,127.18,1.01,128.19,557631,29,25-34,Female
5365-1,18-02-2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,19-02-2015,1.31,2.84,1.53,9.0,65.36,8.0,3.92,62.44,0.93,66.23,747199,65,65+,Female
5366-1,11-06-2013,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,13-06-2013,6.51,30.98,24.47,50.0,3152.14,7.0,34.69,1193.35,6.5,1119.36,891092,78,65+,Female
5367-1,10-01-2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,3Max Organizer Strips,Technology,Small Box,Regular Air,11-01-2014,3.4,5.4,2.0,20.0,48.6,4.0,4.37,44.23,7.78,52.01,939227,59,55-64,Female
5367-1,02-12-2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,08-12-2014,0.94,2.08,1.14,37.0,89.44,9.0,4.37,84.97,2.56,87.53,441372,57,55-64,Male
5367-1,10-01-2014,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,3Max Organizer Strips,Technology,Small Box,Express Air,12-01-2014,3.4,5.4,2.0,45.0,48.6,2.0,4.37,44.23,7.78,52.01,543656,43,35-44,Female
5367-1,04-01-2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,05-01-2014,3.4,5.4,2.0,33.0,48.6,8.0,4.37,44.23,7.78,52.01,851179,50,45-54,Female
5367-1,18-10-2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,20-10-2014,3.4,5.4,2.0,32.0,48.6,3.0,5.17,44.23,7.78,52.01,203694,74,65+,Male
5367-1,10-01-2014,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,10-01-2014,3.4,5.4,2.0,4.0,48.6,3.0,4.37,44.23,7.78,52.01,611917,29,25-34,Male
5367-1,10-01-2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,10-01-2014,3.4,5.4,2.0,6.0,48.6,1.0,4.37,44.23,7.78,52.01,272780,64,55-64,Female
5367-1,08-01-2014,Dionis Lloyd,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,3Max Organizer Strips,Technology,Small Box,Regular Air,15-01-2014,3.4,5.4,2.0,28.0,48.6,4.0,4.37,44.23,7.78,52.01,690984,75,65+,Male
5367-1,18-11-2013,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Furniture,Small Pack,Regular Air,20-11-2013,13.88,22.38,8.5,8.0,454.58,10.0,6.2,421.67,15.1,485.16,558852,18,18-24,Male
5367-1,10-01-2014,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,11-01-2014,3.4,5.4,2.0,39.0,48.6,6.0,4.37,44.23,7.78,52.01,495302,53,45-54,Male
5367-2,10-01-2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,Office Shears by Apex,Office Supplies,Small Box,Regular Air,10-01-2014,0.94,2.08,1.14,16.0,89.44,2.0,4.37,84.97,2.56,87.53,505981,47,45-54,Female
5367-2,12-08-2015,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Pack,Regular Air,15-08-2015,1.76,3.38,1.62,49.0,89.44,1.0,4.47,84.97,0.85,87.53,328221,49,45-54,Female
5367-2,11-09-2013,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,15-09-2013,0.94,2.08,1.14,47.0,89.44,10.0,4.47,84.97,2.56,87.53,449487,65,65+,Male
5367-2,10-01-2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Low,Office Shears by Apex,Technology,Small Pack,Regular Air,10-01-2014,0.94,2.08,1.14,19.0,88.4,9.0,4.37,84.97,2.56,87.53,932208,35,35-44,Male
5368-1,24-10-2013,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,NSW,Corporate,Mihael Khan,Low,Economy Binders,Office Supplies,Small Box,Regular Air,27-10-2013,1.33,2.08,0.75,38.0,4.26,5.0,0.0,4.66,1.49,5.34,916421,60,55-64,Male
5368-1,24-08-2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,3Max Organizer Strips,Technology,Medium Box,Regular Air,25-08-2016,3.4,5.4,2.0,8.0,426.7,9.0,26.14,410.2,7.78,113.29,450419,60,55-64,Male
5368-1,26-09-2013,Bor Nyng,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,28-09-2013,2.9,4.76,1.86,33.0,48.93,8.0,4.13,44.95,0.88,52.96,425033,76,65+,Male
5369-1,10-10-2014,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Cando S750 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,11-10-2014,75.0,120.97,45.97,47.0,3079.64,0.0,30.73,3739.62,26.3,3736.84,123292,30,25-34,Female
5369-1,15-07-2015,Bary Gonzalez,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,19-07-2015,0.94,1.88,0.94,20.0,63.5,6.0,2.69,61.91,0.79,64.0,571513,24,18-24,Male
5369-1,04-07-2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Small Business,Yvette Biti,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Express Air,05-07-2015,32.02,152.48,120.46,30.0,4090.52,2.0,30.37,2795.59,4.0,2792.75,439413,74,65+,Female
5369-1,18-02-2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,21-02-2015,2.29,3.69,1.4,27.0,49.36,8.0,3.96,49.6,0.5,40.04,170116,24,18-24,Male
5369-1,11-03-2014,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,12-03-2014,4.53,7.3,2.77,28.0,573.56,4.0,11.04,521.56,7.72,526.05,524619,36,35-44,Female
5369-1,01-11-2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,Mihael Khan,High,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Pack,Regular Air,02-11-2013,21.56,36.55,14.99,10.0,62.92,10.0,0.63,62.39,13.89,63.9,682955,60,55-64,Male
5369-1,17-08-2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Cando PC940 Copier,Furniture,Small Pack,Regular Air,17-08-2013,278.99,449.99,171.0,37.0,489.4,9.0,37.85,451.07,49.0,466.55,128372,39,35-44,Female
5369-1,10-01-2014,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,11-01-2014,56.16,136.98,80.82,41.0,2465.64,3.0,49.31,2416.33,24.49,2440.82,830504,34,25-34,Male
5369-1,27-01-2014,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,27-01-2014,5.5,12.22,6.72,46.0,226.0,9.0,2.18,213.18,2.85,228.19,899252,52,45-54,Male
5370-1,22-11-2014,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Pack,Regular Air,23-11-2014,1.53,2.78,1.25,22.0,154.46,7.0,3.55,158.66,1.34,157.37,307913,38,35-44,Male
5370-1,21-10-2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,21-10-2014,1.31,2.84,1.53,50.0,53.54,8.0,2.79,59.01,0.93,65.57,666574,69,65+,Female
5370-1,04-07-2013,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,Desktop 3-Pocket Hot File,Office Supplies,Wrap Bag,Regular Air,05-07-2013,22.18,54.1,31.92,2.0,273.89,6.0,27.69,260.78,19.99,279.59,711204,49,45-54,Male
5370-1,11-10-2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,13-10-2013,0.9,2.1,1.2,1.0,36.22,2.0,0.35,33.62,0.7,32.79,874255,40,35-44,Female
5371-1,05-12-2014,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,07-12-2014,4.53,7.3,2.77,27.0,186.82,7.0,10.69,168.61,7.72,178.99,818773,54,45-54,Female
5371-1,27-03-2013,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Box,Regular Air,27-03-2013,3.51,8.57,5.06,2.0,206.96,5.0,8.1,193.34,6.14,199.44,449081,22,18-24,Female
5372-1,08-01-2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,15-01-2014,2.26,3.58,1.32,33.0,137.64,5.0,5.35,133.11,5.47,133.33,133288,20,18-24,Female
5372-1,04-01-2014,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,06-01-2014,156.5,300.97,144.47,31.0,2250.42,8.0,42.71,2025.69,7.18,2194.75,631572,38,35-44,Female
5373-1,13-01-2014,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,18-01-2014,54.29,90.48,36.19,1.0,467.22,2.0,42.05,425.17,19.99,431.83,232243,20,18-24,Male
5373-1,29-10-2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Low,Apex Box Cutter Scissors,Technology,Small Pack,Express Air,31-10-2014,4.19,10.23,6.04,46.0,273.3,9.0,15.55,260.81,4.68,275.84,178927,38,35-44,Female
5373-1,10-01-2014,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,11-01-2014,3.32,5.18,1.86,21.0,48.6,0.0,4.37,44.23,2.04,52.83,349686,68,65+,Female
5374-1,15-02-2014,Airls Lampticp,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,16-02-2014,3.4,5.4,2.0,22.0,167.18,4.0,15.21,151.87,7.78,152.59,338663,75,65+,Male
5374-1,28-04-2015,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,30-04-2015,5.33,8.6,3.27,40.0,151.48,1.0,2.59,152.07,6.19,153.57,925356,37,35-44,Female
5374-1,30-08-2013,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,01-08-2013,2.5,5.68,3.18,46.0,258.35,6.0,29.97,239.27,3.6,239.74,736158,21,18-24,Female
5374-1,23-02-2013,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Not Specified,Apex Box Cutter Scissors,Technology,Medium Box,Express Air,23-02-2013,4.19,10.23,6.04,27.0,432.86,9.0,0.0,429.75,4.68,434.74,427007,79,65+,Female
5375-1,13-05-2013,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,3Max Organizer Strips,Technology,Medium Box,Regular Air,15-05-2013,3.4,5.4,2.0,33.0,75.6,1.0,6.8,68.8,7.78,76.58,549213,44,35-44,Male
5375-1,29-05-2013,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,25-05-2013,1.84,2.88,1.04,27.0,95.29,4.0,3.69,85.89,0.99,88.39,744887,67,65+,Female
5376-1,28-03-2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,28-03-2014,4.79,11.97,7.18,45.0,153.98,0.0,11.3,145.69,5.81,147.39,800255,64,55-64,Female
5377-1,24-01-2014,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,Small Box,Regular Air,25-01-2014,1.95,3.98,2.03,31.0,163.18,8.0,11.42,151.76,0.83,152.59,742088,73,65+,Female
5377-1,04-12-2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,05-12-2014,1.6,2.62,1.02,30.0,163.18,3.0,11.42,151.76,0.8,152.59,812304,46,45-54,Female
5377-1,14-01-2014,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Critical,Smiths Bolldog Clip,Office Supplies,Small Pack,Regular Air,17-01-2014,2.31,3.78,1.47,33.0,163.18,5.0,11.42,151.76,0.71,152.59,939544,72,65+,Female
5378-1,10-01-2015,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,12-01-2015,3.84,6.3,2.46,46.0,126.7,4.0,17.83,112.4,0.5,117.85,950664,23,18-24,Female
5378-1,14-01-2014,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan Hanging File Bins,Technology,Jumbo Drum,Delivery Truck,17-01-2014,1.09,2.6,1.51,25.0,122.1,2.0,12.22,120.98,2.4,123.43,816080,73,65+,Female
5378-1,10-12-2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,11-12-2014,2.26,3.58,1.32,45.0,87.6,6.0,5.73,84.99,5.47,87.63,161735,68,65+,Male
